適用規格,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,孔口標高,総掘進長,柱状図様式,掘進角度,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,N値記録用具_コード,ポンプ_名称,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,色調_色調名,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,バージョン変換情報,ボーリング連番,調査期間_開始年月日,掘進方向,地盤勾配,ハンマー落下用具_名称,N値記録用具_名称,櫓種類コード,岩石土区分_岩相,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,試料採取_上端深度,試料採取_下端深度,試料採取_採取方法コード,試料採取_試料番号,試料採取_採取方法
JIS A 0206-2008,小松バイパス地質作業,18,21,29-F-104,1177,136,29,20.341,36,24,21.353,02,1,1,5436,43,89,建設省金沢工事事務所調査二課,1974-03-21,不明,不明,不明,不明,不明,3,15.3,1,0,不明,9,不明,9,9,不明,015.30,細砂,1,FS,531211300,015.30,黄褐色,015.15,30,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1131,1974-03-15,0,0,不明,その他,9,599200003,014.40,015.30,上部は中砂\n,015.30,30,30,015.30,0,0,,,,,
JIS A 0206-2008,甚之助谷地すべり調査作業,09,13,54361650010,2,136,45,29.74126,36,7,47.70672,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1989-01-01,応用地質株式会社,不明,不明,不明,不明,1693.8,70,1,0,不明,9,不明,9,9,不明,70.00,軟岩､風化岩,1,,,70.00,黒灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,津幡、松任～小松バイパス地質概査,18,21,29-F-95,1177,136,28,53.984,36,24,5.314,02,1,1,5436,43,88,建設省金沢工事々務所調査二課,1968-10-29,不明,不明,不明,不明,不明,4,15.45,1,0,不明,9,不明,9,9,不明,015.45,粘土混り砂礫,1,GS-C,531120004,015.45,淡黄色,015.15,36,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1125,1968-10-26,0,0,不明,その他,9,599200003,009.80,014.80,10.00～11.00m\n70%の逃水\n11.00～13.00m\n50%程度の逃水\n11.00m附近φ50m/m程の礫多く散在\n崩壊はげしい\n13.00～15.00m\n30%程度の逃水\n13.50～14.00m\n150m/m位の礫散在す\n14.60～15.00mにて腐植物の混入みられる\n,015.45,36,30,015.45,0,0,7.15,7.45,100,3,P
JIS A 0206-2008,地質調査作業単価契約(八幡高架橋(1)～(2)),01,05,54364369045,11,136,29,33.11505,36,23,33.16456,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1991-12-01,株式会社ホクコク地水,不明,不明,不明,不明,20.6,6,1,0,不明,9,不明,3,9,不明,6.00,軟岩､風化岩,1,M,532110000,6.00,青灰,6.00,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡高架橋(1)～(2)),01,05,54364369044,11,136,29,29.81546,36,23,29.56492,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1991-12-01,株式会社ホクコク地水,不明,不明,不明,不明,27.81,12,1,0,不明,9,不明,3,9,不明,12.00,軟岩､風化岩,1,GF,531100000,12.00,淡青灰,12.00,50,1,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,甚之助谷地質調査業務委託,09,13,54361650011,3,136,45,25.24182,36,7,44.80683,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1988-10-01,応用地質株式会社,不明,不明,不明,不明,1684.48,70,1,0,不明,9,不明,9,9,不明,70.00,中硬岩,1,MR,999010003,70.00,黒,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平地区地質調査・解析業務委託,01,01,54364773002,14,136,54,43.46397,36,24,3.09355,09,1,1,5436,47,82,建設省北陸地方建設局富山工事事務所,1978-06-01,日本工営株式会社,不明,不明,不明,不明,312.51,10,1,0,不明,9,不明,4,9,不明,10.00,軟岩､風化岩,1,SM,531231030,10.00,青灰,7.00,40,2,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(梯川),08,09,54364395002,2,136,26,20.42598,36,24,50.33482,09,1,1,5436,43,95,建設省北陸地方建設局金沢工事事務所,1991-10-01,株式会社ホクコク地水,不明,不明,不明,不明,1.52,13,1,0,不明,9,不明,3,9,不明,13.00,シルト質砂,1,SM,531231030,13.00,青灰,13.15,16,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス地質作業,18,21,29-F-103,1177,136,29,18.711,36,24,23.133,02,1,1,5436,43,89,建設省金沢工事事務所調査二課,1974-03-19,不明,不明,不明,不明,不明,3,15.3,1,0,不明,9,不明,9,9,不明,015.30,中粗砂,1,GS,531120000,015.30,黄灰色,015.15,33,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1130,1974-03-15,0,0,不明,その他,9,,014.50,015.30,シルト分含む。雲母混入\n,015.30,33,30,015.30,0,0,,,,,
JIS A 0206-2008,昭和62年度其之谷地すベり調査作業,09,13,54361650005,1,136,45,21.34224,36,7,44.00676,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1987-08-01,応用地質株式会社,不明,不明,不明,不明,1646.48,100,1,0,不明,9,不明,9,9,不明,100.00,中硬岩,1,MR,999010003,100.00,黒,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松市立向本折小学校校地地質調査,18,21,29-F-64,1177,136,26,38.217,36,23,32.194,02,1,1,5436,43,75,建設省金沢工事事務所調査二課,1965-03-08,不明,不明,不明,不明,不明,2,24.3,1,0,不明,9,不明,9,9,不明,024.30,砂礫,1,GS,531120000,024.30,青灰色,024.15,31,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1118,1965-03-05,0,0,不明,その他,9,599200003,023.60,024.30,最大礫径φ50m/m程度の礫点在\n小礫多量\n,024.30,31,30,024.30,0,0,,,,,
JIS A 0206-2008,小松バイパス東山地区他1件土質調査,01,05,54363256011,5,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1982-03-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,5.52,18,1,0,不明,9,不明,9,9,不明,18.00,不明,1,O,532200000,18.00,不明,18.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,南郷高架橋土質調査,01,05,54363256005,9,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1981-12-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,4.09,24,1,0,不明,9,不明,9,9,不明,24.00,不明,1,M-O,532110005,24.00,不明,23.00,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,金沢西バイパス土質調査作業,18,21,28-F-41,1177,136,29,20.775,36,26,50.306,02,1,1,5436,53,39,建設省金沢工事事務所調査二課,1978-03-01,不明,不明,不明,不明,不明,8,17,1,0,不明,9,不明,9,9,不明,017.00,砂礫,1,GS,531120000,017.00,暗青灰色,017.00,50,10,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1050,1978-02-25,0,0,不明,その他,9,599200003,012.80,017.00,最大100m/m\n50～60m/mの角礫多し\n砂は粗砂\n15.0～16.0m附近礫径φ30m/m程度\n16.0～17.0m附近40～60m/m\n砂は粗砂\n,017.00,50,10,017.00,0,0,,,,,
JIS A 0206-2008,衛生センター北部工場地質調査,18,21,28-F-35,1177,136,27,57.637,36,25,13.435,02,1,1,5436,53,07,建設省金沢工事事務所調査二課,1972-07-01,不明,不明,不明,不明,不明,3,30,1,0,不明,9,不明,9,9,不明,030.00,シルトと砂の互層,1,GS,531120000,030.00,青灰色,029.80,25,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1044,1972-07-01,0,0,不明,その他,9,599200003,012.50,030.00,細粒砂\n砂質優勢\n層厚0.5～0.4cm\n,030.00,25,30,030.00,0,0,,,,,
JIS A 0206-2008,地質調査作業単価契約(小松バイパスその2),01,01,54364399002,5,136,29,9.31453,36,24,48.45127,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1991-02-01,株式会社ホクコク地水,不明,不明,不明,不明,3.21,24,1,0,不明,9,不明,4,9,不明,24.00,砂,1,S,531211000,24.00,黄褐,24.15,35,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,寺井町湯野小学校改築に伴う地質調査,18,21,28-G-24,1177,136,30,52.299,36,26,3.623,02,1,1,5436,54,21,建設省金沢工事事務所調査二課,1972-11-24,不明,不明,不明,不明,不明,9,11,1,0,不明,9,不明,9,9,不明,011.00,礫混じり砂,1,S-G,531212000,011.00,青灰色,010.15,51,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1078,1972-11-17,0,0,不明,その他,9,599200003,,,,011.00,51,30,011.00,0,0,,,,,
JIS A 0206-2008,小松バイパス(林・箱宮)地質調査作業,01,12,54363383002,4,136,24,41.04639,36,19,36.08324,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-02-01,日本試錐工業株式会社,不明,不明,不明,不明,6.28,6.5,1,0,不明,9,不明,4,9,不明,6.50,軟岩､風化岩,1,G-S,531112000,6.50,青灰,6.15,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,2.00,2.40,100,,
JIS A 0206-2008,鶴来B.P(手取川2号橋)ボーリング調査作業,18,21,28-I-10,1177,136,37,53.152,36,26,5.833,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1977-09-22,不明,不明,不明,不明,不明,99,15,1,0,不明,9,不明,9,9,不明,015.00,軽石質凝灰岩,1,Ptf,531120000,015.00,紫褐色,,,,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1087,1977-09-19,0,0,不明,その他,9,221024300,009.50,012.10,φ1cm弱の酸性火山礫(淡緑色～暗緑色、ローム状の光沢を有す)を多量に含み基地との\n膠結良\n短柱状一部礫状\n中硬質所々60°～70°の亀裂在り\n弱い変色がみられる\n12.1～12.2m、12.8～13.0m、14.65～14.7m、14.8～14.95m\n粘土化著しい\n擦痕摩耗した礫等なし\n,015.00,,,015.00,0,0,,,,,
JIS A 0206-2008,単価契約地質調査作業(小松バイパス),01,05,54364389013,3,136,29,26.4141,36,24,12.95803,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1993-01-01,(株)ホクコク地水,不明,不明,不明,不明,4.29,15,1,0,不明,9,不明,4,9,不明,15.00,軟岩､風化岩,1,G,531111000,15.00,淡青灰,15.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389007,7,136,29,22.01424,36,24,20.55656,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,4.04,22,1,0,不明,9,不明,4,9,不明,22.00,硬岩,1,HR,999010002,22.00,淡灰,22.15,50,4,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,9.00,9.50,100,,
JIS A 0206-2008,単価契約宮田屋第一樋管地質調査作業,08,01,54365303003,1,136,25,16.03145,36,25,15.72486,09,1,1,5436,53,03,建設省北陸地方建設局金沢工事事務所,1992-07-01,(株)ホクコク地水,不明,不明,不明,不明,1.1,15,1,0,不明,9,不明,4,9,不明,15.00,シルト質粘性土,1,S,531211000,15.00,暗緑灰,15.15,5,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和63年度手取川ダム貯水池周辺崩壊現況調査作業,09,13,54362591004,5,136,38,8.37976,36,14,50.74083,09,1,1,5436,25,90,建設省北陸地方建設局金沢工事事務所,1989-03-01,株式会社ダイヤコンサルタント,不明,不明,不明,不明,586.66,50,1,0,不明,9,不明,2,9,不明,50.00,中硬岩,1,MR,999010003,50.00,灰,7.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
