適用規格,事業工事名,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,調査位置住所,コード1次,コード2次,コード3次,発注機関名称,テクリスコード,調査期間_開始年月日,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,エンジン_能力,エンジン_単位,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,ポンプ_名称,ポンプ_能力,ポンプ_単位,櫓種類コード,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石土記号,岩石土区分_岩石群コード,岩石土区分_岩石,色調_下端深度,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_開始深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_孔内水位,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_水位種別備考,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護方法,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,フリー情報,岩石土区分_岩相,標準貫入試験_備考,掘進方向,相対密度_状態,試料採取_採取方法,取得方法説明,コア形状区分判定表_区分,割れ目区分判定表_区分,風化区分判定表_区分,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護実施理由,送水条件_送水種類,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,孔内水位_掘削状況,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,試料採取_試験名,相対稠度_状態,N値記録用具_名称,調査会社_TEL,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,櫓種類名称,岩石土区分_変成岩岩相,岩石土区分_変成岩岩石,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔内水平載荷試験_載荷パターン,座標定義,座標,地盤分類_下端深度,地盤分類_工学的分類記号,標準貫入試験詳細データ_開始深度,標準貫入試験詳細データ_打撃回数,標準貫入試験詳細データ_貫入量,標準貫入試験詳細データ_累積貫入量
JIS A 0206-2008,,平成21年度 第HK37-2号 高時川補助河川改修地質調査業務委託,08,09,L-9.2K-1,14,11,136,14,48.4000,35,29,07.9000,02,1,1,滋賀県伊香郡高月町雨森 他,5336,11,89,滋賀県木之本土木事務所,22501107,2009-12-07,2009-12-09,正和設計株式会社,120.49,23.08,1,0.00,0.00,YBM-05,,,ヤンマーNFAD8,,,2,半自動型,9,カノV5P,,,,23.08,玉石混り砂礫,M-G,1,532110001,23.08,暗茶灰,11.65,23.08,径2～40mm程度の亜角・亜円礫が主体。\n最大推定径120mm程度の玉石が点在。\nマトリックスは細～粗砂。\n部分的にシルト、風化礫を混入。\n含水量多い。\n深度17.00～18.30m間、漏水が著しい。,23.08,23.00,50,8,25,9,18,7,50,8,23.08,9,0,,,,,,23.00,23.08,P-23,100,2009-12-09,1,6.77,29,2009-12-09,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,泥水位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中位～非常に密な,,,,,,,,,,,,,,,,,,作業開始時,,,,,物理的,軟らかい,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第1-5号 東北部木之本西幹線基本土質調査業務委託,05,08,No.9,0016,0009,136,13,19.0000,35,25,15.0000,02,0,1,滋賀県伊香郡高月町大字西柳野～長浜市相撲町,5336,11,07,滋賀県東北部流域下水道事務所,22501119,2009-09-24,2009-09-29,中央開発株式会社,86.66,25.50,1,0.00,0.00,YBM-05,50,2,SS80C,8,PS,2,半自動型,2,ユビロン,40,l/min,,025.50,砂混じりシルト,M-S,1,532110002,025.50,暗灰,024.70,025.50,細～微細砂所々混入。\n粘性中～小位。\n,025.50,025.15,03,10,03,10,05,10,11,30,025.50,0,3,,,,,,025.00,025.50,P-25,100,2009-09-24,9,001.40,99,2009-09-29,025.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,中位,P,,,,,,,,,,,,,,,,,不明,現場透水試験,014.00,014.50,1.54E-02,物理,硬,野帳,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK37-1号 高時川補助河川改修地質調査業務委託,08,09,No.5（No.77),0014,0005,136,14,40.70599,35,28,35.25301,02,1,1,滋賀県伊香郡高月町雨森 他,5336,11,79,滋賀県木之本土木事務所,22501107,2009-12-07,2009-12-10,双葉建設株式会社,114.07,17.50,1,0.00,0.00,YBM-05,50,2,ヤンマーNS90,9,PS,2,自動落下,2,カノーV6,50,l/min,3,17.50,砂質粘土,CHS,1,532120020,17.50,暗青灰,16.30,17.50,上部火山灰ポケット状に挟む。\n極硬質な粘土主体。\n含水中位で強粘性。\n17.00m付近より細砂分の混入多くなる。\n,17.50,17.15,7,10,7,10,7,10,21,30,17.30,0,4,,,,,,15.00,15.50,5P15,100,2009-12-10,3,7.05,12,2009-12-10,17.50,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.50,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
			2011-12-15 09:54:11 測地系変換(日本→世界)を実行_変換前経度:136度14分51.1000秒_変換前緯度:35度28分23.8000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",,,,,,国土地理院発行 数値地図1/25000「竹生島」より四時取り。,,,,,,,,,漏水,,,,,,,,,,,,地盤材料の工学的分類,,,,,,,,,,,,,,,,,15.00,CsS,,,,
JIS A 0206-2008,,平成24年度 第1-4号 東北部木之本西幹線土質調査業務委託,05,08,No.8(H24),11,0008,136,15,08.3000,35,23,35.7000,02,1,1,滋賀県長浜市相撲町,5336,02,70,滋賀県東北部流域下水道事務所,22501119,2012-10-27,2012-10-30,株式会社土質工学,86.52,22.50,1,0.00,0.00,カノKR-100,100,3,ヤンマーNFD-10,10,ps,9,半自動落下,2,カノV-6,60,l/min,3,22.50,礫混じりシルト,M-G,1,532110001,22.50,暗灰,22.25,22.50,礫径はφ=2～10mm。,22.50,22.15,12,10,7,10,4,10,23,30,22.50,0,4,,,,,,19.15,19.45,8-19,100,2012-10-27,1,0.90,,2012-10-30,22.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,0.00,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成18年度 第B111-2号 葛籠尾崎大浦線地方道路交付金調査設計業務委託,01,13,1-2,4,2,136,08,32.0000,35,27,44.0000,02,0,1,滋賀県伊香郡西浅井町菅浦,5336,11,51,滋賀県湖北地域振興局木之本建設管理部,22501107,2006-10-17,2007-03-16,株式会社石居設計,263.35,8.15,2,0.00,29.00,YBM-05,,3,NS-90C,,,2,,2,V-5,,,,8.15,強風化緑色岩,Dt,1,,8.15,暗緑灰,7.85,8.15,岩内部まで風化進行し、概ね粘土化(土砂化)している。\nコアは粘土混じり砂礫状を呈する。\n全体に風化残留礫を含む。,8.15,8.00,23,10,27,5,17,5,50,15,,,,,,,,,,,,,,,,,2006-12-25,8.15,,015,E,極軟,マサ状、粘土状。a,8.15,015,018,VIII,コアの採取ができないもの。スライムも含む。,8.15,016,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,8.15,014,950,ε,岩芯まで強風化し、角礫、砂状または粘土状コア、軟質で、簡単に壊すことができる。,8.15,950,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,8.15,014,,6.00,83,2,,8.00,1,8.00,DCT,MC,8.00,400.0,8.00,80,8.00,0.8,5,5,2,,,,8.00,90,8.00,21,8.00,34,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,8.15,960,,599200004,貫入不能,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成20年度 第B101-1号 木之本長浜線緊急地方道路整備調査業務委託,01,05,Bor-No.1,3,1,136,13,42.83680,35,24,2.50764,02,0,1,滋賀県長浜市川道町 他,5336,01,88,滋賀県湖北地域振興局長浜建設管理部,22501106,2008-12-02,2008-12-19,株式会社鈴鹿設計事務所,87.99,80.45,1,0.00,0.00,KR-100H,,,NFAD8,,,2,,2,MG-5,,,,80.45,シルト,M,1,532110000,80.45,暗青灰,79.30,80.45,一部緑色を呈す部位あり。硬質なシルト主体。均質なもの。\n粘性高位。含水低位。,80.45,80.15,6,10,7,10,8,10,21,30,80.45,0,9,,,,,,46.60,47.07,D-3,300,,,,,2008-12-18,80.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
			2011-12-16 09:20:59 測地系変換(日本→世界)を実行_変換前経度:136度13分53.23000秒_変換前緯度:35度23分51.03000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",,,,極密,,,,,,,,,,,,,,,,,,,孔内水平載荷試験LLT,10.00,10.00,E0=kN/m2,,極硬,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成25年度　第B121-10号,葛籠尾崎塩津線 補助道路修繕調査業務委託,01,13,No.3-3,8,0007,136,14,31.0000,35,47,05.0000,02,0,1,滋賀県長浜市高月町片山　地内,5336,51,49,滋賀県長浜土木事務所 木之本支所,22501107,2014-11-18,2014-11-21,株式会社　関西地質調査事務所,299.96,7.00,2,0.00,30.00,KR-SH,50,2,NFAD-6,6,馬力,2,,2,NR,50,L/M,,7.00,輝緑凝灰岩,Tf,1,531212000,7.00,暗青緑～暗褐,2.80,7.00,亀裂多く、岩片状コア主体で採取される。\n亀裂沿いに酸化、風化変質進行し、土砂化している。\n全体に破砕質である。,7.00,4.00,50,0,10,10,20,10,50,0,,,,,,,,,,,,,2014-11-21,4,7.00,11,2014-11-21,7.00,,,,,,7.00,015,,,,7.00,014,,,,7.00,013,,,,7.00,015,,,,,7.00,,,3.00,86,2,,,,7.00,DDB,,7.00,0.1,7.00,100,7.00,0.2,5,5,2,,,,,,7.00,4,7.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,7.00,950,,221020300,貫入不能,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,08,09,L1+60 No.2,12,2,136,13,13.5000,35,23,24.2000,02,1,1,滋賀県長浜市南浜町他,5336,01,67,滋賀県長浜土木事務所,22501106,2018-01-09,2018-01-12,近畿設計測量株式会社,86.56,11.50,1,0.00,2.00,TOHO_D0-D,100,3,YANMAR　NFD8,6,kw,2,,2,TOHO BG3,50,l/min,3,11.50,シルト混じり砂,S-M,1,531213003,11.50,暗灰,10.00,11.50,細砂主体\nシルト分を含む\n含水中位,11.50,11.15,1,10,1,10,2,15,4,35,11.50,1,0,3.00,3.50,03,透水試験,3.53E-01,7.15,7.45,P7,100,2018-01-11,2,2.02,12,2018-01-11,11.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成22年度 第1-4号 東北部木之本西幹線土質調査業務委託(その1),05,08,No.7,8,7,136,13,28.4000,35,24,51.8000,02,1,1,滋賀県長浜市下八木町～益田町,5336,01,97,滋賀県東北部流域下水道事務所,22501119,2010-11-01,2010-11-04,株式会社滋賀ソイルコンサルタント,86.10,14.50,1,0.00,0.00,KR-50,70,3,NFAD-8,8,ps,2,,2,V-5,65,l/min,3,14.50,砂礫,GS,1,531120000,14.50,灰,12.90,14.50,礫はφ2～30mmの亜円～亜角礫主体\nマトリックスは細～中砂主体\n含水量は中位,14.50,14.15,13,10,12,10,16,10,41,30,14.50,4,0,11.35,11.85,01,現場透水試験,9.61E-03,13.15,13.45,P7-13,100,2010-11-01,1,0.71,92,2010-11-04,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,自沈,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成22年度 第8-4号 下開田地区補助急傾斜地崩壊対策調査委託,09,10,No.16,0006,0005,136,03,11.0000,35,28,29.5000,02,1,1,滋賀県高島市マキノ町下開田,5336,10,64,滋賀県高島土木事務所,22501108,2010-11-04,2010-11-04,村上興業株式会社,101.14,6.50,1,0.00,0.00,YBM05-DA,50,3,ヤンマーNFD8,8,PS,2,半自動落下,2,カノーV5,50,l/min,3,6.50,風化岩,WR,1,531120000,6.50,黄灰,3.00,6.50,\n\n砂岩・チャートの風化岩\n\n砂礫状に風化している\n\n礫や砂は指圧で潰れるものが多い\n\n含水量は少ない\n,6.50,6.15,9,10,11,10,14,10,34,30,2.30,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成22年度 第1-17号 東北部木之本西幹線土質調査業務委託(その2),05,08,No.7,8,7,136,13,37.7000,35,24,16.8000,02,1,1,滋賀県長浜市新居町,5336,01,88,滋賀県東北部流域下水道事務所,22501119,2011-02-12,2011-02-17,株式会社石居設計,85.45,23.50,1,0.00,0.00,カノKR-50,50,3,ヤンマーNF-9,9,ps,2,,2,カノV5-P,50,l/min,3,23.50,礫混り砂,G,1,531111000,23.50,暗灰,19.80,23.50,φ2～10mm程度の亜角礫混入。\n砂は細～粗砂で不均質。\n22.15～22.40m腐植物混入。,23.50,23.15,16,10,15,10,17,10,48,30,23.50,3,0,,,,,,10.15,10.45,P-10,100,2011-02-14,2,0.67,12,2011-02-17,23.50,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.50,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,国土地理院発行 数値地図1/25000「南浜」より読み取り,,,,11.60,23.50,更新世,111020000,111020000,,,,,,,,,,,,,地盤材料の工学的分類,,,,,,,,,,,,,,,,,10.45,CsS,,,,
JIS A 0206-2008,平成29年度第62-11号田川みずべみらい再生(維持補修)調査業務委託,平成29年度第62-11号田川みずべみらい再生(維持補修)調査業務委託,08,09,Bor.No.1(右岸),2,0001,136,16,04.7000,35,26,25.6000,01,1,1,長浜市湖北町別所他,5336,12,21,滋賀県長浜土木事務所,22501106,2018-04-20,2018-04-24,株式会社　国土地建,94.59,15.50,1,,0.00,カノKR-50HC,50,1,ヤンマーNFAD6,6,馬力,9,半自動型落下装置,2,カノV5-P,52,l/min,3,15.50,粘土,CH,1,532120000,15.50,暗青灰,12.50,15.50,粘性高い。\n上部微砂混入。\n腐植物少量混入。\nGL-14.95～15.10m間粘土混り砂礫挟む。,15.50,15.15,3,10,3,10,4,10,10,30,15.50,0,3,,,,,,6.00,6.50,P-1,100,2018-04-24,1,2.20,,2018-04-24,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成25年度 第600-3号 西村地区単独通常砂防,平成25年度 第600-3号 西村地区単独通常砂防地質調査業務委託,08,10,No.1,6,0001,136,18,48.2000,35,28,14.1000,02,1,1,滋賀県長浜市西村町,5336,12,65,滋賀県長浜土木事務所,22501106,2014-01-30,2014-02-03,株式会社 石居設計,207.20,10.45,1,0.00,0.00,YBM-05,50,3,NFAD-8,8,ps,4,,2,GP-5,60,l/min,3,10.45,粘土混じり砂礫,GS-C,1,531120004,10.45,暗褐灰,8.80,10.45,礫はφ5～30mm程度の亜角礫主体\nマトリックスは不規則に細粒分が多く混じる細砂～粗砂主体\n含水量は中位～多い,10.45,10.15,10,10,8,10,7,10,25,30,10.45,9,0,,,,,,,,,,2014-02-01,1,6.30,92,2014-02-03,10.45,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中くらい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成25年度　第B121-6号 葛籠尾崎塩津線 補助道路修繕調査業務委託,平成25年度　第B121-6号 葛籠尾崎塩津線 補助道路修繕調査業務委託,01,13,No.3-2,14,0013,136,08,37.1000,35,27,57.4000,02,1,1,長浜市　高月町　片山,5336,11,51,滋賀県長浜土木事務所木之本支所　道路計画課,22501107,2014-07-26,2014-07-29,株式会社ウエスコ　京滋支店,310.10,9.00,2,0.00,26.00,東邦D0-D,,,ヤンマーNFD-9M,,,,,2,マルヤマ353,,,,9.00,輝緑凝灰岩,Tf,1,531120003,9.00,黒灰,6.80,9.00,軟岩である。コア長9cm程度の短柱状～岩片状コア主体。\n岩片は硬いがハンマー打撃で濁音し、礫状に砕ける。\n亀裂面にシルトが混じり黄褐色を呈す。,9.00,9.00,50,0,15,10,22,8,50,0,,,,,,,,,,,,,,,,,2014-07-29,9.00,8.80,,,,,9.00,013,,,,9.00,,,,,9.00,013,,,,9.00,013,,,,,9.00,011,,9.00,66,9,不明,9.00,33,9.00,W,DB,9.00,160.0,9.00,100,9.00,0.2,2,1,9,,,,9.00,100,9.00,5,9.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,9.00,950,,221020300,貫入不能,0.00,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成25年度　第B121-6号 葛籠尾崎塩津線 補助道路修繕調査業務委託,平成25年度　第B121-6号 葛籠尾崎塩津線 補助道路修繕調査業務委託,01,13,No.2-2,14,0007,136,08,49.4000,35,27,49.7000,02,1,1,長浜市　高月町　片山,5336,11,51,滋賀県長浜土木事務所木之本支所　道路計画課,22501107,2014-08-22,2014-08-24,株式会社ウエスコ　京滋支店,312.00,9.00,2,0.00,40.00,KR-100H,,,ヤンマーNFAD-8,,,,,2,トップNR,,,,9.00,輝緑凝灰岩,Tf,1,531120003,9.00,黒～茶褐,6.50,9.00,軟岩である。コア長8cm程度の短柱状～岩片状コア主体。最大コア長は19cm。\n岩片は硬いがハンマー打撃で濁音氏、礫状に砕ける。\n亀裂面にシルトが混じり黄褐色を呈す。\nGL-3.6m付近で粘性土が混じる。\nGL-5.7m付近で礫状を呈す。,9.00,9.00,50,0,5,10,5,10,50,0,,,,,,,,,,,,,,,,,2014-08-24,9.00,9.00,,,,,9.00,,,,,9.00,,,,,9.00,013,,,,9.00,015,,,,,9.00,011,,9.00,86,9,不明,9.00,60,9.00,W,DB,9.00,0.0,9.00,180,9.00,0.0,4,4,9,,,,8.00,95,8.00,19,8.00,32,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,9.00,950,,221020300,貫入不能,0.00,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成20年度 第1770-2号 アミダ寺川補助通常砂防地質調査業務委託,09,07,Bor-No.2,3,2,136,8,22.13593,35,27,43.94477,02,1,1,滋賀県伊香郡西浅井町菅浦,5336,11,51,滋賀県湖北地域振興局木之本建設管理部,22501107,2008-11-27,2008-11-28,株式会社鈴鹿設計事務所,86.08,15.50,1,0.00,0.00,カノ　KR-100H,100,3,ヤンマー　NFAD8,8,ps,2,,2,カノ　V5-P,50,L/min,,15.50,シルト混じり砂礫,GS-M,1,531120003,15.50,暗灰,13.00,15.50,砂は中～粗砂主体。\n礫はφ2～40mm位を呈する岩片礫主体。\n不均質にシルト分を全体に混入。\n孔壁は崩壊し易い。\n含水は多い。,15.50,15.15,5,10,5,10,8,10,18,30,15.50,3,0,,,,,,15.15,15.45,P-16,100,2008-11-27,1,1.60,,2008-11-28,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
			2011-12-15 09:54:01 測地系変換(日本→世界)を実行_変換前経度:136度08分32.5000秒_変換前緯度:35度27分32.5000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,非常に軟らかい,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成25年度 第SK72-3号 国道303号補助道路整備地質調査業務委託,01,01,B-1,0006,0003,136,15,11.4000,35,32,25.8000,02,0,1,滋賀県長浜市木之本町音羽,5336,22,40,滋賀県長浜土木事務所木之本支所,22501107,2013-09-30,2013-10-09,村上興業株式会社,167.41,12.00,1,0.00,0.00,カノーKR50H,50,3,ヤンマーNFAD8,8,PS,2,,2,MS-413,30,l/min,3,12.00,軟岩(頁岩),GS,1,111300012,12.00,暗灰,8.40,12.00,\n頁岩の軟岩\n\n亀裂が多く柱状コアとしてされるが、ビニールから出すと礫～岩片状に壊れる。\n\nGL-10.10m付近までは酸化変色しているが、以深はやや新鮮である\n\nコアは5～10cmの短柱状として採取されるが、部分的に礫状破砕している\n\nハンマーで簡単に壊れる\n,12.00,11.00,60,0,29,8,16,3,60,0,,,,,,,,,,,,,2013-10-07,2,7.60,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入試験,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成26年度 第EK71-2号 国道303号補助道路整備,平成26年度 第EK71-2号 国道303号補助道路整備地質調査業務委託,01,05,B-3,2,0002,136,15,10.1000,35,32,25.0000,02,1,1,滋賀県長浜市木之本町音羽,5336,22,40,滋賀県長浜土木事務所木之本支所,22501107,2014-07-24,2014-07-29,株式会社滋賀ソイルコンサルタント,158.85,8.00,2,0.00,30.00,YBM-05,50,3,NS5.5,6,ps,2,,2,MS-303,60,l/min,3,1.45,玉石混じり砂礫,GS,1,531120000,2.60,暗灰,1.45,2.60,全体に亀裂発達し、角礫～岩片状コア主体\n亀裂面は酸化している,2.60,8.00,60,3,22,2,,,60,3,,,,,,,,,,,,,2014-07-28,1,1.28,12,2014-07-28,6.00,6.00,,,,,2.60,014,,,,2.60,014,,,,2.60,013,,,,2.60,014,,,,,2.60,013,,8.00,66,9,無保護,8.00,44,8.00,ダブル,ダイヤ,8.00,15.0,8.00,170,8.00,0.1,8,8,2,,,,8.00,100,8.00,58,8.00,68,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,2.60,950,,,貫入不能,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成18年度 第6004-6号 桂谷川単独通常砂防土質調査業務委託,09,01,No.1,1,1,136,21,32.35099,35,27,29.36465,02,0,1,滋賀県米原市吉槻,5336,12,48,滋賀県湖北地域振興局長浜建設管理部,22501106,2007-03-15,2007-03-16,株式会社石居設計,284.88,11.19,2,0.00,0.00,東邦D0-C,50,3,ヤンマーNFAD8,8,ps,2,,2,丸山MS303,35,l/min,,11.19,粘板岩,Sl,1,531120000,11.19,暗灰～黒灰,7.85,11.19,円柱状で採取されるが、破砕された状態であり、コアは容易に砕けやすい。\n著しく軟質化する部分は粘土状。\n原岩組織は概ね残す。\n不規則に砂岩を礫状～塊状に挟み、この部分は比較的硬質。\n摂理の方向は不明瞭。\n地下水による酸化汚染は認められない。,11.19,11.00,18,10,32,9,15,6,50,19,,,,,,,,,,,,,2007-03-15,1,4.11,08,2007-03-16,11.00,,015,E,極軟,マサ状、粘土状。a,11.19,012,018,VIII,コアの採取ができないもの。スライムも含む。,11.19,015,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,11.19,014,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,11.19,014,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,11.19,013,,7.85,86,2,,11.00,200～140,11.00,DCT,DB,11.00,400.0,11.00,150,11.00,0.5,7～10,7～10,9,,,,11.00,100,11.00,3,11.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,11.19,960,"
			2011-12-15 09:53:42 測地系変換(日本→世界)を実行_変換前経度:136度21分42.8000秒_変換前緯度:35度27分17.9000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",,,0.00,,,,VIII,d,ε,,,,,,,,,,,,,,,,,,,,,,,,,,,,312010000,,,,,,,,,,,,
