適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査期間_開始年月日,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,岩石土区分_岩石土記号,岩石土区分_岩石,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_掘削状況,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護実施理由,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,地質柱状図様式,ハンマ落下用具_コード,ハンマ落下用具_名称,岩石土区分_岩相,色調_状態,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,P波試験_上端深度,P波試験_下端深度,P波試験_速度,S波試験_上端深度,S波試験_下端深度,S波試験_速度,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護方法,標準貫入試験_備考,座標定義,座標,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,櫓種類コード,相対密度稠度_下端深度,相対密度_コード,相対密度_状態,相対稠度_コード,相対稠度_状態,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_区分,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_区分,風化区分判定表_説明,孔内水平載荷試験_載荷パターン,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,送水条件_送水種類,孔内水位_水位種別備考,取得方法説明,岩石土区分_変成岩岩石,試料採取_試験名,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,掘進方位,P波試験_起振方式,S波試験_起振方式,試料採取_採取方法,保孔管_下端深度,保孔管_種別コード,保孔管_備考,フリー情報
JIS A 0206-2008,平成18年度東海環状養老・大垣地区地質調査,01,01,12,136,35,11.0000,35,22,03.0000,1,5336,04,46,国土交通省中部地方整備局岐阜国道事務所,2007-02-15,サンコーコンサルタント株式会社,7.27,30.33,1,,30.33,シルト混じり砂礫,1,30.33,30.15,50,18,3.04,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成18年度東海環状養老・大垣地区地質調査,大-8,13,02,4,2007-02-07,八木祐介,間鍋正哉,荒金  聡,小田信夫,0.00,0.00,東邦D-1,100,3,クボタER80,9,半自動落下式,2,,BG3,GS-M,531120003,暗灰～暗褐灰,28.65,30.33,含水中位。\n礫φ2～10mm、φmax20～30mm亜円～亜角礫。\n砂は細中砂主体、粒径不均一。\n細粒分、所々多く混入。,,,,,,,,,,,,,,,,,,,,,,,2007-02-13,1,,12,2007-02-14,30.33,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.33,25,10,25,8,11,10,,,,,,,,,,,,,,,,,20.15,20.45,8P-20,100,,,,,,,,,,6,KW,30,1/min,,30.33,5,,0,に軟らかい,,,,,,,,,,,,,,,,,,,,物理・一軸・圧密,,,,,,,,,,,,
JIS A 0206-2008,平成18年度東海環状養老・大垣地区地質調査,01,01,6,136,35,22.0000,35,21,57.0000,1,5336,04,37,国土交通省中部地方整備局岐阜国道事務所,2007-02-17,サンコーコンサルタント株式会社,6.37,27.13,1,,27.13,シルト混じり砂礫,1,27.13,27.00,50,13,1.00,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成18年度東海環状養老・大垣地区地質調査,大-2,13,02,4,2007-02-10,八木祐介,間鍋正哉,荒金　聡,白鳥　隆,0.00,0.00,YBM-05,50,3,ヤンマーNFAD-8,9,半自動落下式,2,,カノV-6,GS-M,531120003,暗灰～暗緑青灰～黄褐灰,23.00,27.13,含水中位。\n礫はφ10～15mm、φmax=20～30mm程度の亜角礫～亜円礫。\nGL-25.00m以深、黄褐灰色を呈す。,,,,,,,,,,,,,,,,,,,,,,,2007-02-16,1,,12,2007-02-16,27.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.13,35,10,15,3,7,2,12.00,01,478.5,173.8,6.16E+03,,,,,,,,,,,,20.15,20.45,2P-20,100,,,,,,,,,,6,KW,60,1/min,,27.13,5,,0,かい,,,,,,,,,,,,単調載荷,,,,,,,,物理・一軸,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状美濃関地区地質調査,01,01,12 ,136,54,14.499,35,31,9.146,1,5336,27,22,国土交通省 中部地方整備局 岐阜国道事務所,2001-03,株式会社東京ソイルリサーチ,57.22,6.30,1,000,006.30,玉石混り礫質土,1,006.30,006.15,50,15,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,S,531211000,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成２年度油坂峠道路地質調査,01,05,2  ,136,50,41.27,35,52,39.293,1,5336,66,57,国土交通省 中部地方整備局 岐阜国道事務所,1990-09,株式会社ダイヤコンサルタント名古屋支店,427.20,30.00,2,000,030.00,軟岩・風化岩,1,030.00,,,,005.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,GF,531100000,黒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,015.70,02,07.00,,00503.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４８年度名濃バイパス可児地区他４ヶ所地質調査,18,21,1  ,136,36,10.613,35,22,39.978,1,5336,04,58,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,8.42,10.45,1,000,010.45,礫,1,010.45,010.15,38,30,002.60,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成３年度油坂峠道路地質調査その１,01,01,4  ,136,50,40.77,35,52,39.793,1,5336,66,57,国土交通省 中部地方整備局 岐阜国道事務所,1991-10,株式会社ダイヤコンサルタント名古屋支店,421.77,23.00,2,000,023.00,軟岩・風化岩,1,023.00,009.00,50,03,001.30,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017.50,02,16.00,,00829.00,010.00,011.00,02,,2.09E-03,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,荒田論田川排水機場試錐工事報告書,18,21,1  ,136,42,10.181,35,22,32.887,1,5336,05,56,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,2.10,25.21,1,000,025.21,礫,1,025.21,017.00,46,30,003.14,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成18年度北ノ谷第1砂防えん堤詳細設計業務,09,06,3,136,27,17.1000,35,35,05.3000,1,5336,33,06,中部地方整備局越美山系砂防事務所,2007-01-11,玉野総合コンサルタント株式会社,188.39,9.00,2,,9.00,泥岩,1,9.00,6.00,50,0,0.00,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1号えん堤,No.3,7,02,1,2007-01-10,石垣 勝之,藤田 昌彦,藤田 昌彦,金沢将成,0.00,40.00,YBM-05,50,2,NFD-09,4,,2,,CP-50,Ms,111300002,暗灰～暗褐,7.20,9.00,7.2～7.35m礫～岩片状の泥岩。\n7.35～7.8m泥岩45゜の亀裂が卓越。亀裂は開口し、粘土付着。\n7.8～8.0mややチャート質泥岩。\n8.0～9.0m砂岩泥岩互層。8.1～8.7m縦亀裂多く、亀裂部黄褐色化。,015,E,極軟,マサ状、粘土状。a,9.00,013,018,VIII,採取不可,コアの採取ができないもの。スライムも含む。,9.00,014,9.00,013,9.00,013,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,9.00,011,2007-01-11,3,,91,2007-01-11,9.00,5.00,5.00,86,2,崩壊,9.00,90,9.00,ダブル,ダイヤ,9.00,30.0,9.00,150,9.00,0.2,10,10,2,9.00,100,9.00,18,9.00,18,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,9.00,940,,,,599200004,,9.00,50,0,12,10,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,50,ps,100,m/l,3,,,,,,,,,014,d,土砂状,割れ目として認識できない角礫状、砂状、粘土状コア。,035,ε,強風化,強風化している。黄褐色化し、指先で簡単に壊すことができる。,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,大谷川橋試錐工事,18,21,1  ,136,34,17.625,35,21,42.882,1,5336,04,35,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,20.00,1,000,020.00,砂,1,020.00,019.10,34,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,S,531211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成15年度神戸第1砂防堰堤実施設計業務委託,09,06,0005,136,36,14.2000,35,38,48.3000,1,5336,34,78,国土交通省中部地方整備局越美山系砂防事務所,2004-01-31,株式会社朝日コンサルタント,229.05,21.00,1,,21.00,頁岩,1,21.00,19.00,50,13,18.34,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,No.5,6,01,1,2004-01-23,玉井浩之,中島和彦,中島　和彦,西村　梅司,0.00,40.00,吉田YSO-1H,,,ヤンマーNFD13-K,3,トンビ法,2,野張,利根TM105,Sh,111300012,灰,18.90,21.00,18.90～19.40m付近は角礫状コア割れ目、ヘアークラックの発達した頁岩。\n岩芯は新鮮で、割れ目も新鮮。\nヘアークラックにより角礫状コアとなり易い。,,,,,,,,,,,,,,,,,,,,,,,2004-01-30,1,作業開始時,12,2004-01-30,21.00,19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,21.00,23,10,27,3,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,0,,0,,,,,,,,,,,,,,,,,,清水位、不圧,,,,,,,,,,,,,,,
JIS A 0206-2008,平成13年度　東海環状安八本巣地区地質調査,01,01,0003,136,38,6.6960,35,25,42.4600,1,5336,15,10,国土交通省中部地方整備局岐阜国道工事事務所,2002-03-05,大成基礎設計株式会社　名古屋支社,14.37,20.39,,,20.39,砂礫,1,20.39,20.15,50,24,1.90,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,No.3(X=-63625.887 Y=-47987.780),0007,01,1,2002-03-01,前田　宏,山本　紀子,山本　紀子,田上　紀明,0.00,0.00,KR-100H,100,,NFAD8,,,2,野張,V-6,GS,531120000,,2.60,20.39,含水多い\nφ5～30mm位の亜角礫主体\n所々、φ50mm程度の大礫を混入\nマトリックスは粗砂主体\n3m付近より暗褐灰色に変わる\n[13.00]13.5m以深、φ70mm位の大礫を多量混入\n[16.00]7～17m間は逃水が著しい\n17m付近までは孔壁の崩壊が著しい,,,,,,,,,,,,,,,,,,,,,,,2002-03-01,,,,2002-03-04,20.39,,20.39,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,半自動型,599200003,暗灰～暗褐灰,20.39,19,10,17,10,14,4,4.00,01,413.8,427.0,10054,4.00,4.50,01,,2.63E-02,,,,,,,19.15,19.45,3-P4,100,11.00,20.39,更新世,111020000,111020000,ケーシング,,,,,,,,,20.39,3,中位～密～中位～極密～密,0,,11.00,20.39,第一礫層,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,渡橋試錐工事,18,21,1  ,136,48,26.251,35,21,32.403,1,5336,06,34,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,20.00,1,000,020.00,玉石混り礫,1,020.00,011.50,03,30,004.70,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-B,521111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,犀川設整池地質調査,08,06,1  ,136,40,47.989,35,22,21.587,1,5336,05,44,国土交通省 中部地方整備局 木曽川上流河川事務所,1979-08,応用地質株式会社,6.94,12.35,1,000,012.35,砂質土,1,012.35,012.00,14,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,SF,531200000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成17年度　八幡管内防災設計業務委託,01,13,1,136,57,10.0000,35,43,36.0000,1,5336,47,76,国土交通省 中部地方整備局 岐阜国道事務所,2006-02-03,中央コンサルタンツ株式会社,217.04,10.00,2,,10.00,チャート,1,10.00,,,,8.00,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成17年度　八幡管内防災設計業務委託,BH1,4,02,1,2006-01-28,伊藤範武,中島真哉,鈴木　稔規,鈴木　稔規,90.00,0.00,YBM-05,50,2,DFN08,,,,,カノ V-5,Cht,131000002,淡褐～暗青灰～淡褐,0.00,10.00,チャートからなる\n岩は10～25cm程度の棒状コア主体である\nGL-0.00～3.00m間は亀裂が多く発達する。以深は少なくなる\nGL-1.65～2.50m間 3cm間隔に亀裂有り\nGL-0.00～1.70m間 10～15cm位のコア主体\nGL-1.70～3.00m間 5～10cm位のコア主体\nGL-3.00～6.00m間 10～30cm位のコア主体\nGL-3.50m付近、GL-3.80m付近 亀裂間に砂礫状を挟む\nGL-5.90～5.95m間 岩片状コアとなる\nGL-6.00～7.00m間 5～10cm位のコア主体\nGL-7.00～8.00m間 10～30cm位のコア主体\nGL-8.00～10.00m間 コア少ない\n全体的に岩は新鮮で硬質である,015,E,極軟,マサ状、粘土状。a,10.00,012,980,VIII,採取不可,コアの採取ができないもの。スライムも含む。,10.00,920,10.00,012,10.00,012,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,10.00,012,2006-02-03,2,,11,2006-02-03,10.00,0.50,,,,,10.00,0,10.00,ダブル,ダイヤモンド,10.00,800.0,10.00,150,10.00,0.4,10,5,2,10.00,100,10.00,17,10.00,48,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,10.00,930,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,PS,50,l/min,,,,,,,,,,014,d,d,割れ目として認識できない角礫状、砂状、粘土状コア。,015,ε,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,島漏水調査報告,18,21,1  ,136,44,29.463,35,25,34.57,1,5336,15,19,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,16.80,30.32,1,000,030.32,玉石混り礫,1,030.32,003.00,03,30,007.00,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-B,521111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５２年度徳田架少１件地質調査（徳田地区）,01,05,6  ,136,46,17.858,35,23,16.588,1,5336,06,61,国土交通省 中部地方整備局 岐阜国道事務所,1977-10,東建地質調査株式会社,10.02,15.24,1,000,015.24,礫質土,1,015.24,015.15,50,09,002.80,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,岐大バイパス地質調査（その２）工事,18,21,1  ,136,40,27.69,35,22,53.482,1,5336,05,53,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,5.77,25.30,1,000,025.30,礫,1,025.30,020.75,51,30,005.77,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５２年度徳田架外１件地室調査（徳田地区）,01,05,12 ,136,46,6.059,35,23,16.088,1,5336,06,61,国土交通省 中部地方整備局 岐阜国道事務所,1977-10,東建地質調査株式会社,9.58,15.20,1,000,015.20,礫質土,1,015.20,015.15,50,05,003.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,暗褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４７年度日野及び那加桐野町地先地質調査,18,21,1  ,136,48,27.341,35,25,46.474,1,5336,16,14,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,20.57,25.45,1,000,025.45,砂混りシルト,1,025.45,025.15,13,30,000.55,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,M-S,532110002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４０年度岐大バイパス中小橋地質調査,18,21,1  ,136,40,31.389,35,22,55.082,1,5336,05,54,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,7.28,30.45,1,000,030.45,礫,1,030.45,025.85,48,30,005.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２１．２２号バイパス地質調査,18,21,1  ,136,46,13.758,35,23,18.088,1,5336,06,61,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,19.00,1,000,019.00,玉石混り礫質土,1,019.00,011.20,40,30,000.65,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５２年度徳田架外１件地質調査（徳田地区）,01,05,7  ,136,46,16.158,35,23,16.488,1,5336,06,61,国土交通省 中部地方整備局 岐阜国道事務所,1977-10,東建地質調査株式会社,10.21,17.33,1,000,017.33,礫質土,1,017.33,017.15,50,18,002.95,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,007.30,02,02.60,06.50,00074.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１０年度長良川・杭瀬川堤防詳細点検,08,09,23 ,136,43,5.371,35,25,15.47,1,5336,15,07,国土交通省 中部地方整備局 木曽川上流河川事務所,1999-01,（株）ダイヤコンサルタント,15.03,18.45,1,000,018.45,玉石混り礫質土,1,018.45,018.15,30,30,008.45,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,9,,,,,S-C,531213004,淡褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,010.00,010.15,01,,1.55E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,島漏水箇所土質調査報告書,18,21,1  ,136,44,28.663,35,25,31.07,1,5336,15,19,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,21.10,19.00,1,000,019.00,玉石混り礫,1,019.00,,,,007.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-B,521111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和47年度名濃バイパス4工区清水寺洞他ｲ箇所地すべり対策業務,18,,,136,58,52.293,35,22,58.409,1,5336,07,58,国土交通省 中部地方整備局 愛知国道事務所,1973-01,（株）応用地質調査事務所,106.61,10.30,,00,010.30,シルト質砂質土,1,010.30,010.00,45,30,000.00,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,9,,,,,G,531111000,淡赤灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
