no,data_name_e,file_name,jigyou_name,chousa_name,chousa_mokuteki,chousa_taishou,boring_name,hacchuu_kikan,start_date,end_date,bor_level,bor_length,pdf,test_xml,s_val1max,s_val4,s_val5,s_val6,s_val7,s_val8,s_val9,s_val10,s_val11,s_val12,bor_id,address,download_h,model,lng,lat
3365,BOREHOLE_FUKUI,18000230962004568-BED0001,河川改修工事　地質調査業務委託２－１２－１２５,河川改修工事　地質調査業務委託２－１２－１２５,08,05,BV-13,福井県丹南土木事務所,2021-05-21,2021-06-04,27.37,41,0,0,50,3.65,0000,111100,111011100,11111,0000,0000,0000,000,312981,１級河川服部川　越前市朽飯町地係,1,0,136.25622777778,35.935219444444
3366,BOREHOLE_FUKUI,18000230812101575-BED0001,一般県道　皿谷大野線　道路改良工事,道路改良工事　地質調査業務委託　02-02-0002,01,01,R3No.1,福井県　奥越土木事務所,2021-07-21,2021-11-22,171.54,10.45,0,0,50,2.31,0000,111100,000000000,00000,0000,0000,0000,000,312982,福井県大野市中挟　地係,1,0,136.50376688889,35.990792416667
3367,BOREHOLE_FUKUI,18000230962004583-BED0001,河川改修工事,河川改修工事　地質調査業務委託　2-13-125,08,05,BV-15,福井県　丹南土木事務所,2021-05-07,2021-05-13,28.8,28,0,0,50,3.15,0000,111100,111011100,11111,0000,0000,0000,000,312984,福井県 越前市 朽飯町（服部川右岸No.116+17.5，R13.5 朽飯下橋A2側）,1,0,136.25872222222,35.935675
3368,BOREHOLE_FUKUI,18000230962100148-BED0001,,道路防災対策工事調査業務委託3-2-59,01,13,BV-1,福井県丹南土木事務所,2021-06-03,2021-06-07,513.8,10,0,0,50,6.1,0000,000000,000000000,00000,0000,0000,0000,000,312985,一般県道池田南条線南条郡南越前町上牧谷,1,0,136.25721388889,35.837697222222
3369,BOREHOLE_FUKUI,18000230962004568-BED0002,河川改修工事　地質調査業務委託２－１２－１２５,河川改修工事　地質調査業務委託２－１２－１２５,08,05,BV-14,福井県丹南土木事務所,2021-05-06,2021-05-19,27.47,41.43,0,0,50,3.9,0000,111100,111011100,11111,0000,0000,0000,000,312986,１級河川服部川　越前市朽飯町地係,1,0,136.25607777778,35.935072222222
3370,BOREHOLE_FUKUI,18000230962100597-BED0001,砂防工事　地質調査業務委託3-2-140,砂防工事　地質調査業務委託3-2-140,09,06,B.No.1,福井県　丹南土木事務所,2021-11-01,2021-11-04,179.81,8.05,0,0,50,1.21,0000,000000,000000000,00000,0000,0000,0000,000,312987,弥谷川　南条郡　南越前町　新道　地係,1,0,136.17599444444,35.759097222222
3371,BOREHOLE_FUKUI,18000230962004583-BED0002,河川改修工事,河川改修工事　地質調査業務委託　2-13-125,08,05,BV-16,福井県　丹南土木事務所,2021-05-11,2021-05-14,28.25,31.22,0,0,50,2.8,0000,111100,111011100,11111,0000,0000,0000,000,312988,福井県 越前市 朽飯町（服部川左岸No.117，L13.7 朽飯下橋A1側）,1,0,136.25879166667,35.935602777778
3372,BOREHOLE_FUKUI,18000230962100413-BED0001,急傾斜地崩壊対策工事　地質調査業務委託　3-2-157,急傾斜地崩壊対策工事　地質調査業務委託　3-2-157,18,13,Br-1,福井県丹南土木事務所,2021-08-13,2021-08-14,76.68,5,0,0,50,0.45,0000,000000,000000000,00000,0000,0000,0000,000,312989,福井県南条郡南越前町西大道（堂ノ下）地区,1,0,136.19363888889,35.831277777778
3373,BOREHOLE_FUKUI,18000230962100597-BED0003,砂防工事　地質調査業務委託3-2-140,砂防工事　地質調査業務委託3-2-140,09,06,B.No.3,福井県　丹南土木事務所,2021-11-04,2021-11-06,184.96,8.11,0,0,50,0.18,0000,000000,000000000,00000,0000,0000,0000,000,312990,弥谷川　南条郡　南越前町　新道　地係,1,0,136.17616111111,35.759108333333
3374,BOREHOLE_FUKUI,18000230962100775-BED0001,,道路防災対策工事 地質調査業務委託3-4-59,01,11,BV-1,福井県丹南土木事務所 鯖江丹生土木部,2021-08-17,2021-08-19,48.2,6,0,0,50,1.06,0000,000000,000000000,00000,0000,0000,0000,000,312991,福井県丹生郡越前町茱原 地係,1,0,136.09482475,35.965186194444
3375,BOREHOLE_FUKUI,18000230962100413-BED0002,急傾斜地崩壊対策工事　地質調査業務委託　3-2-157,急傾斜地崩壊対策工事　地質調査業務委託　3-2-157,18,13,Br-2,福井県丹南土木事務所,2021-08-10,2021-08-12,76.65,5,0,0,50,0.95,0000,000000,000000000,00000,0000,0000,0000,000,312992,福井県南条郡南越前町西大道（堂ノ下）地区,1,0,136.19363888889,35.831277777778
3376,BOREHOLE_FUKUI,18000230962100519-BED0001,河川改修工事,河川改修工事　地質調査業務委託　2-4-128,08,21,R3B1,福井県　丹南土木事務所,2021-07-12,2021-07-13,18.54,12.45,0,0,34,1.18,0000,111110,000000000,11111,0000,0000,0000,000,312993,福井県 鯖江市 新町（浅水川9.0k，左岸堤防天端）,1,0,136.20743888889,35.942377777778
3377,BOREHOLE_FUKUI,18000230962101650-BED0001,雪崩防止施設整備工事 調査業務委託2-2-50,雪崩防止施設整備工事 調査業務委託2-2-50,01,01,Br-1,福井県　丹南土木事務所　道路課,2021-11-02,2021-11-09,338.4,7,0,0,50,6.6,0000,000000,000000000,00000,0000,0000,0000,000,312994,一般国道４１７号 今立郡池田町志津原　地係,1,0,136.38528055556,35.851108333333
3378,BOREHOLE_FUKUI,18000230962100597-BED0004,砂防工事　地質調査業務委託3-2-140,砂防工事　地質調査業務委託3-2-140,09,06,B.No.4,福井県　丹南土木事務所,2021-11-11,2021-11-13,177.02,6.25,0,0,50,0.41,0000,000000,000000000,00000,0000,0000,0000,000,312995,弥谷川　南条郡　南越前町　新道　地係,1,0,136.17602222222,35.758916666667
3379,BOREHOLE_FUKUI,18000230962101650-BED0002,雪崩防止施設整備工事 調査業務委託2-2-50,雪崩防止施設整備工事 調査業務委託2-2-50,01,01,Br-2,福井県　丹南土木事務所　道路課,2021-11-09,2021-11-17,335.05,9.08,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,312996,一般国道４１７号 今立郡池田町志津原　地係,1,0,136.38530277778,35.850988888889
3380,BOREHOLE_FUKUI,18000230962101650-BED0003,雪崩防止施設整備工事 調査業務委託2-2-50,雪崩防止施設整備工事 調査業務委託2-2-50,01,01,Br-3,福井県　丹南土木事務所　道路課,2021-10-21,2021-10-29,320.64,11,0,0,50,5.3,0000,000000,000000000,00000,0000,0000,0000,000,312997,一般国道４１７号 今立郡池田町志津原　地係,1,0,136.385175,35.8509
3381,BOREHOLE_FUKUI,18000230962102720-BED0001,,河川維持修繕工事　地質調査業務委託　3-23-118,08,09,B-1,福井県丹南土木事務所　鯖江丹生土木部,2021-12-01,2021-12-02,35.05,10,0,0,50,2.81,0000,111100,000000000,00000,0000,0000,0000,000,312998,河川維持修繕工事　地質調査業務委託　3-23-118,1,0,136.10884722222,35.9847
3382,BOREHOLE_FUKUI,18000231452100316-BED0003,,砂防工事地質調査業務委託03-144-02,09,01,B.No.3,福井県嶺南振興局敦賀土木事務所,2021-08-05,2021-08-06,71.04,7.04,0,0,50,4.95,0000,000000,000000000,00000,0000,0000,0000,000,313000,綿襷谷川　敦賀市鳩原地係,1,0,136.07855,35.617047222222
3383,BOREHOLE_FUKUI,18000231452100340-BED0003,,砂防工事地質調査業務委託03-143-02,09,01,B.No.3,福井県嶺南振興局敦賀土木事務所,2021-09-15,2021-09-16,24.27,4,0,0,50,2.2,0000,000000,000000000,00000,0000,0000,0000,000,313001,北口川　三方上中郡若狭町世久見地係,1,0,135.85296666667,35.572769444444
3384,BOREHOLE_FUKUI,18000231452100340-BED0002,,砂防工事地質調査業務委託03-143-02,09,01,B.No.2,福井県嶺南振興局敦賀土木事務所,2021-09-16,2021-09-18,18.26,13.09,0,0,50,2.92,0000,000000,000000000,00000,0000,0000,0000,000,313002,北口川　三方上中郡若狭町世久見地係,1,0,135.853,35.573138888889
3385,BOREHOLE_FUKUI,18000231452100340-BED0001,,砂防工事地質調査業務委託03-143-02,09,01,B.No.1,福井県嶺南振興局敦賀土木事務所,2021-09-13,2021-09-15,25.09,16.15,0,0,50,2.87,0000,000000,000000000,00000,0000,0000,0000,000,313003,北口川　三方上中郡若狭町世久見地係,1,0,135.85302222222,35.573344444444
3386,BOREHOLE_FUKUI,18000231552002975-BED0001,,港湾整備工事　調査業務委託音海2-1,04,15,Bor-8,福井県嶺南振興局　小浜土木事務所,2020-11-16,2020-11-25,3.31,20,0,0,50,-0.6,0000,000000,000000000,00000,0000,0000,0000,000,313004,内浦港　大飯郡高浜町音海地係,1,0,135.50508916667,35.533498472222
3387,BOREHOLE_FUKUI,18000231452100343-BED0001,,砂防工事地質調査業務委託03-143-04,09,01,B.No.1,福井県嶺南振興局敦賀土木事務所,2021-09-04,2021-09-06,23.65,7.02,0,0,50,2.41,0000,000000,000000000,00000,0000,0000,0000,000,313005,北口川　三方上中郡若狭町世久見地係,1,0,135.85236666667,35.573986111111
3388,BOREHOLE_FUKUI,18000230962100597-BED0002,砂防工事　地質調査業務委託3-2-140,砂防工事　地質調査業務委託3-2-140,09,06,B.No.2,福井県　丹南土木事務所,2021-11-03,2021-11-04,187.44,7.31,0,0,50,0.98,0000,000000,000000000,00000,0000,0000,0000,000,313006,弥谷川　南条郡　南越前町　新道　地係,1,0,136.175825,35.759086111111
3389,BOREHOLE_FUKUI,18000231552002975-BED0003,,港湾整備工事　調査業務委託音海2-1,04,15,Bor-10,福井県嶺南振興局　小浜土木事務所,2020-12-07,2020-12-22,3.32,35,0,0,50,-0.75,0000,111101,000000000,00000,0000,0000,0000,000,313007,内浦港　大飯郡高浜町音海地係,1,0,135.50526111111,35.533493111111
3390,BOREHOLE_FUKUI,18000231452100316-BED0002,,砂防工事地質調査業務委託03-144-02,09,01,B.No.2,福井県嶺南振興局敦賀土木事務所,2021-08-02,2021-08-03,62.11,7.08,0,0,50,1.82,0000,000000,000000000,00000,0000,0000,0000,000,313008,綿襷谷川　敦賀市鳩原地係,1,0,136.07861944444,35.616830555556
3391,BOREHOLE_FUKUI,18000231452100343-BED0003,,砂防工事地質調査業務委託03-143-04,09,01,B.No.3,福井県嶺南振興局敦賀土木事務所,2021-09-07,2021-09-09,24.32,8,0,0,50,2.23,0000,000000,000000000,00000,0000,0000,0000,000,313009,北口川　三方上中郡若狭町世久見地係,1,0,135.8527,35.573944444444
3392,BOREHOLE_FUKUI,18000231552100253-BED0001,河川堤防工事動態観測調査業務委託江古川2補-1,河川堤防工事動態観測調査業務委託江古川2補-1,08,01,"P-1｜No.16+15.0m,R-2.0m",福井県嶺南振興局　小浜土木事務所 河川砂防課,2021-07-13,2021-07-19,1.97,30,0,0,32,0.95,0000,000000,000000000,00000,0000,0000,0000,000,313010,一級河川江古川　小浜市江古川 地係,1,0,135.76418888889,35.506513888889
3393,BOREHOLE_FUKUI,18000231452100343-BED0002,,砂防工事地質調査業務委託03-143-04,09,01,B.No.2,福井県嶺南振興局敦賀土木事務所,2021-09-02,2021-09-04,21.28,12,0,0,50,1.61,0000,000000,000000000,00000,0000,0000,0000,000,313011,北口川　三方上中郡若狭町世久見地係,1,0,135.85253888889,35.573966666667
3394,BOREHOLE_FUKUI,18000231552002975-BED0002,,港湾整備工事　調査業務委託音海2-1,04,15,Bor-9,福井県嶺南振興局　小浜土木事務所,2020-11-25,2020-12-04,3.42,30,0,0,41,-99.99,0000,111101,000000000,00000,0000,0000,0000,000,313012,内浦港　大飯郡高浜町音海地係,1,0,135.50561775,35.533400027778
3395,BOREHOLE_FUKUI,18000231451700679-BED0001,街路工事地質調査業務委託29-2,街路工事地質調査業務委託29-2,01,01,BNo.29-1,福井県嶺南振興局敦賀土木事務所,2016-12-08,2016-12-20,12.34,33.29,0,0,50,5.1,0000,111100,111011100,00000,0000,0000,0000,000,311296,福井県敦賀市若泉町地内(No8+12.0),1,0,136.08069444444,35.645888888889
3396,BOREHOLE_FUKUI,18000231552100253-BED0003,河川堤防工事動態観測調査業務委託江古川2補-1,河川堤防工事動態観測調査業務委託江古川2補-1,08,01,"S-1｜No.24+7.3m,R-4.1m",福井県嶺南振興局　小浜土木事務所 河川砂防課,2021-07-05,2021-07-12,1.21,24.6,0,0,18,0.8,0000,000000,000000000,00000,0000,0000,0000,000,313013,一級河川江古川　小浜市江古川 地係,1,0,135.76510833333,35.507655555556
3397,BOREHOLE_FUKUI,18000231552100253-BED0002,河川堤防工事動態観測調査業務委託江古川2補-1,河川堤防工事動態観測調査業務委託江古川2補-1,08,01,"P-2｜No.21+15.0m,R-2.0m",福井県嶺南振興局　小浜土木事務所 河川砂防課,2021-07-13,2021-07-19,0.67,28.45,0,0,26,0.9,0000,000000,000000000,00000,0000,0000,0000,000,313014,一級河川江古川　小浜市江古川 地係,1,0,135.7648,35.507266666667
3398,BOREHOLE_FUKUI,18000231552101476-BED0001,,砂防工事 調査業務委託名田庄井上3-2,09,01,B-No.1,福井県嶺南振興局小浜土木事務所　河川砂防課,2021-10-18,2021-10-20,120.87,7,0,0,50,5.3,0000,000000,000000000,00000,0000,0000,0000,000,313015,福井県大飯郡おおい町名田庄井上地係　　一木谷川,1,0,135.62991322222,35.40991175
3399,BOREHOLE_FUKUI,18000238502003510-BED0001,,福井県立大学水産増養殖学科（仮称）「堅海キャンパス学科棟・飼育実験棟」地質調査,14,01,B-1,福井県　土木部　公共建築課,2021-01-25,2021-02-10,3.06,30.2,0,0,60,0.1,0000,111101,000000000,00000,0000,0000,0000,000,313016,福井県小浜市堅海地係,1,0,135.71940555556,35.538116666667
3400,BOREHOLE_FUKUI,18000231552101476-BED0004,,砂防工事 調査業務委託名田庄井上3-2,09,01,B-No.4,福井県嶺南振興局小浜土木事務所　河川砂防課,2021-10-25,2021-10-27,113.94,7,0,0,50,0.1,0000,000000,000000000,00000,0000,0000,0000,000,313017,福井県大飯郡おおい町名田庄井上地係　　一木谷川,1,0,135.63005466667,35.409871416667
3401,BOREHOLE_FUKUI,18000231552101476-BED0002,,砂防工事 調査業務委託名田庄井上3-2,09,01,B-No.2,福井県嶺南振興局小浜土木事務所　河川砂防課,2021-10-07,2021-10-09,114.78,6,0,0,50,0.2,0000,000000,000000000,00000,0000,0000,0000,000,313018,福井県大飯郡おおい町名田庄井上地係　　一木谷川,1,0,135.63001863889,35.409937833333
3402,BOREHOLE_FUKUI,18000231552101476-BED0003,,砂防工事 調査業務委託名田庄井上3-2,09,01,B-No.3,福井県嶺南振興局小浜土木事務所　河川砂防課,2021-10-12,2021-10-13,122,4,0,0,50,2.4,0000,000000,000000000,00000,0000,0000,0000,000,313019,福井県大飯郡おおい町名田庄井上地係　　一木谷川,1,0,135.63013455556,35.409966527778
3403,BOREHOLE_FUKUI,18000238502003510-BED0004,,福井県立大学水産増養殖学科（仮称）「堅海キャンパス学科棟・飼育実験棟」地質調査,14,01,B-4,福井県　土木部　公共建築課,2021-01-12,2021-02-01,3.02,28.35,0,0,60,2.1,0000,111101,000000000,00000,0000,0000,0000,000,313020,福井県小浜市堅海地係,1,0,135.71845,35.538266666667
3404,BOREHOLE_FUKUI,18000238502003510-BED0002,,福井県立大学水産増養殖学科（仮称）「堅海キャンパス学科棟・飼育実験棟」地質調査,14,01,B-2,福井県　土木部　公共建築課,2021-01-22,2021-02-10,2.84,38.5,0,0,60,0.21,0000,111101,000000000,00000,0000,0000,0000,000,313021,福井県小浜市堅海地係,1,0,135.71883333333,35.538052777778
3405,BOREHOLE_FUKUI,18000238502003510-BED0003,,福井県立大学水産増養殖学科（仮称）「堅海キャンパス学科棟・飼育実験棟」地質調査,14,01,B-3,福井県　土木部　公共建築課,2021-01-13,2021-01-25,3.03,26.13,0,0,60,1,0000,111101,110011100,00000,0000,0000,0000,000,313022,福井県小浜市堅海地係,1,0,135.71887222222,35.538355555556
3406,BOREHOLE_FUKUI,18000238502004717-BED0001,,一時保護所・中央児童相談所・婦人相談所（仮称）　地質調査,14,01,B- 1,福井県土木部公共建築課,2021-06-30,2021-07-01,8,15.45,0,0,6,1.2,0000,111110,000000000,00000,0000,0000,0000,000,313023,福井県福井市木田3丁目,1,0,136.22194444444,36.04375
3407,BOREHOLE_FUKUI,18000238502004717-BED0003,,一時保護所・中央児童相談所・婦人相談所（仮称）　地質調査,14,01,B- 3,福井県土木部公共建築課,2021-05-29,2021-06-04,8.16,60.06,0,0,60,-1.2,0000,000000,000000000,00000,0000,0000,0000,000,313024,福井県福井市木田3丁目,1,0,136.22302777778,36.043666666667
3408,BOREHOLE_FUKUI,18000238502004717-BED0002,,一時保護所・中央児童相談所・婦人相談所（仮称）　地質調査,14,01,B- 2,福井県土木部公共建築課,2021-05-07,2021-05-11,8.15,35.45,0,0,60,0.1,0000,111100,000000000,00000,0000,0000,1100,000,313025,福井県福井市木田3丁目,1,0,136.22291666667,36.044
3409,BOREHOLE_FUKUI,18000238502004717-BED0004,,一時保護所・中央児童相談所・婦人相談所（仮称）　地質調査,14,01,B- 4,福井県土木部公共建築課,2021-05-14,2021-05-22,7.94,60.35,0,0,60,0.6,0000,111100,111011100,00000,0000,0000,1100,000,313026,福井県福井市木田3丁目,1,0,136.22252777778,36.043694444444
3410,BOREHOLE_FUKUI,18000238502103820-BED0002,,一時保護所・中央児童相談所・婦人相談所（仮称）地質調査その２,14,01,B-12,福井県土木部公共建築課,2022-01-26,2023-01-27,7.96,7,0,0,-9999,0.5,0000,111110,000000000,00000,0000,0000,1100,000,313027,福井県福井市木田3丁目,1,0,136.22775,36.04375
3411,BOREHOLE_FUKUI,18000238502102542-BED0001,武生高校エレベーター棟増築工事地質調査委託,武生高校エレベーター棟増築工事地質調査委託,14,01,B.No.1,福井県土木部 公共建築課,2021-10-08,2021-10-10,0.04,8.45,0,0,60,5,0000,111100,000000000,00000,0000,0000,0000,000,313028,越前市八幡１丁目 地係,1,0,136.17527777778,35.910333333333
3412,BOREHOLE_FUKUI,18000238502103820-BED0001,,一時保護所・中央児童相談所・婦人相談所（仮称）地質調査その２,14,01,B-11,福井県土木部公共建築課,2022-01-25,2022-01-25,7.96,7.45,0,0,9,1.1,0000,000000,000000000,00000,0000,0000,1100,000,313029,福井県福井市木田3丁目,1,0,136.22222222222,36.043916666667
3413,BOREHOLE_FUKUI,18000210472001095-BED0001,令和2年度経営体育成基盤整備事業(土地総) 坂井西部1期地区業務委託第6号,令和2年度経営体育成基盤整備事業(土地総) 坂井西部1期地区業務委託第6号,83,01,B.No.1,福井県坂井農林総合事務所,2020-09-14,2020-09-14,1.44,5.45,0,0,14,1.5,0000,111100,000000000,00000,0000,0000,0000,000,311708,坂井市坂井町折戸,1,0,136.15174166667,36.174722222222
3414,BOREHOLE_FUKUI,18000210472001005-BED0002,湛水防除事業,湛水防除事業　中番地区　業務委託第1号,71,01,BNo.2(ANo.0+0.4 CL),福井県坂井総合農林総合事務所,2021-02-08,2021-02-10,4.97,44.45,0,0,50,0.92,0000,111101,000000000,00000,0000,0000,0000,000,311709,福井県あわら市中番　地係,1,0,136.19950566667,36.207369805556
3415,BOREHOLE_FUKUI,18000230652000222-BED0003,,砂防工事 地質調査業務委託02-07-86-01,09,06,BV-3,福井県福井土木事務所,2020-06-04,2020-11-04,149.07,8,0,0,50,5.14,0000,000000,000000000,00000,0000,0000,0000,000,311778,福井県吉田郡永平寺町大月・栗住波 地係,1,0,136.38999911111,36.063045388889
3416,BOREHOLE_FUKUI,18000230812000833-BED0002,,砂防工事 調査業務委託02-05-2602,09,01,BV-2,福井県奥越土木事務所,2020-06-19,2020-10-20,115.55,10,0,0,50,0.03,0000,000000,000000000,00000,0000,0000,0000,000,311816,上之垣内川　勝山市 北郷町東野,1,0,136.4327275,36.088013138889
3417,BOREHOLE_FUKUI,18000230812000835-BED0002,,砂防工事 調査業務委託 02-05-2702,09,06,BNO.2,福井県 奥越土木事務所,2020-06-19,2021-02-12,311.72,18,0,0,52,-99.99,0000,000000,000000000,00000,0000,0000,0000,000,311817,福井県大野市蕨生町 地係,1,0,136.55639163889,35.95927275
3418,BOREHOLE_FUKUI,18000230962002509-BED0002,,河川改修工事　地質調査業務委託　31-7-104,01,01,BV-2,福井県土木部　丹南土木事務所,2020-11-25,2020-12-03,22.33,39,0,0,50,2.15,0000,111101,000000000,00000,0000,0000,0000,000,311869,福井県越前市西庄境町　地係,1,0,136.24541511111,35.936764027778
3419,BOREHOLE_FUKUI,18000230962002510-BED0002,合併工事　31-8-104　2-1-104,河川改修工事　地質調査業務委託,01,01,BV-4,福井県土木部　丹南土木事務所,2020-11-07,2020-11-10,21.85,41,0,0,50,2,0000,111101,000000000,00000,0000,0000,0000,000,311870,福井県越前市西庄境町　地係,1,0,136.247273,35.936307416667
3420,BOREHOLE_FUKUI,18000231451901221-BED0001,調査業務委託30-4,道路改良工事（社会資本整備総合交付金（広域連携））,01,01,BV-2,福井県土木部　敦賀土木事務所,2019-10-23,2019-10-29,4.81,11,0,0,50,2.3,0000,000000,000000000,00000,0000,0000,0000,000,311871,福井県三方上中郡若狭町小川地係,1,0,135.84533302778,35.605536666667
3421,BOREHOLE_FUKUI,BED10418000012002,,(県単)道路改良工事(地方特定)土質調査,01,11,BV-1,福井県朝日土木事務所,2004-10-25,2004-12-27,145.35,9.03,0,0,50,5.3,0000,000000,000000000,00000,0000,0000,0000,000,309951,一般県道別所朝日線丹生郡朝日町天谷地係,1,0,136.061185,36.020672222222
3422,BOREHOLE_FUKUI,18000231451600843-BED0004,,急傾斜地崩壊対策工事（防災・安全交付金）測量調査設計業務委託,18,13,BV-4,福井県　嶺南振興局　敦賀土木事務所,2016-09-17,2016-09-19,19.03,10,0,0,50,9.25,0000,000000,000000000,00000,0000,0000,0000,000,311276,福井県敦賀市立石地係,1,0,136.02261041667,35.759570361111
3423,BOREHOLE_FUKUI,BED10418000012168,基幹河川改修工事(治水特別会計)足羽川,地質調査業務委託その31,08,12,8.8k(R-堤),福井県 福井土木事務所,2004-09-17,2005-03-25,18.27,20,0,0,50,8.56,0000,111100,000000000,00000,0000,0000,0000,000,310105,福井市 中央2丁目 地係,1,0,136.25208333333,36.030222222222
3424,BOREHOLE_FUKUI,BED10418000012064,地方道路交付金事業（道路改良）地質調査業務委託,地方道路交付金事業（道路改良）地質調査業務委託,02,01,H16 B-1,福井県武生土木事務所,2004-12-02,2005-01-31,28.57,17.45,0,0,52,6.25,0000,000000,000000000,00000,0000,0000,0000,000,310008,一般県道寺武生線　武生市北府～稲寄町地係,1,0,136.171829,35.922012638889
3425,BOREHOLE_FUKUI,BED10418000012065,地方道路交付金事業（道路改良）地質調査業務委託,地方道路交付金事業（道路改良）地質調査業務委託,01,05,H16 B-2,福井県武生土木事務所,2004-12-02,2005-01-31,21.63,20.3,0,0,50,0.6,0000,000000,110111100,00000,0000,0000,0000,000,310009,一般県道寺武生線　武生市北府～稲寄町地係,1,0,136.1723845,35.921734916667
3426,BOREHOLE_FUKUI,18000210471800506-BED0001,,平成30年度 湛水防除事業　番田・田中々地区　業務委託第2号,83,01,H30-B1,福井県坂井農林総合事務所,2018-06-06,2019-03-25,1.19,48.45,0,0,50,0.9,0000,111100,000000000,00000,0000,0000,0000,000,311499,福井県　あわら市　番田・田中々 地係,1,0,136.196975,36.207458333333
3427,BOREHOLE_FUKUI,18000238101901956-BED0001,,ドクターヘリ格納庫建設地　地質調査委託,03,01,BNO-1,福井県土木部建築住宅営繕室,2019-09-19,2019-09-26,5.43,36.18,0,0,50,0.37,0000,111101,000000000,00000,0000,0000,0000,000,311636,坂井市春江町江留中,1,0,136.22203611111,36.140580555556
3428,BOREHOLE_FUKUI,18000238101303993-BED0004,,県立三方青年の家ボートハウス地質調査業務委託,14,01,B-4,福井県　土木部,2014-02-03,2014-02-08,4.67,28.14,0,0,50,0.7,0000,111101,000000000,00000,0000,0000,0000,000,309117,福井県三方郡美浜町大藪地係,1,0,135.91305,35.598741666667
3429,BOREHOLE_FUKUI,18000230650901440-BED0001,,急傾斜地崩壊対策工事　地質調査業務委託,09,13,B-1,福井県福井土木事務所　地域整備第一課,2009-07-31,2009-08-04,151.82,10,0,0,50,7.4,0000,000000,000000000,00000,0000,0000,0000,000,307026,計石地区　福井市計石町地係,1,0,136.43036111111,35.998119444444
3430,BOREHOLE_FUKUI,18000230751800425-BED0001,,急傾斜総合流域防災工事（防災・安全交付金） 地質調査業務委託30-04-1602,09,13,H30-B1,福井県三国土木事務所,2018-06-01,2019-01-31,29.98,21.02,0,0,50,12.8,0000,000000,000000000,00000,0000,0000,1100,000,311553,吉崎地区、福井県あわら市吉崎 地係,1,0,136.2506,36.287713888889
3431,BOREHOLE_FUKUI,18000230751800425-BED0002,,急傾斜総合流域防災工事（防災・安全交付金） 地質調査業務委託30-04-1602,09,13,H30-B2,福井県三国土木事務所,2018-06-01,2019-01-31,19.33,20,0,0,50,15.75,0000,000000,000000000,00000,0000,0000,1100,000,311554,吉崎地区、福井県あわら市吉崎 地係,1,0,136.25036388889,36.287880555556
3432,BOREHOLE_FUKUI,18000230751800425-BED0003,,急傾斜総合流域防災工事（防災・安全交付金） 地質調査業務委託30-04-1602,09,13,H30-B3,福井県三国土木事務所,2018-06-01,2019-01-31,29.63,20.01,0,0,50,2.4,0000,000000,000000000,00000,0000,0000,1100,000,311555,吉崎地区、福井県あわら市吉崎 地係,1,0,136.25027222222,36.287297222222
3433,BOREHOLE_FUKUI,18000230751800425-BED0005,,急傾斜総合流域防災工事（防災・安全交付金） 地質調査業務委託30-04-1602,09,13,H30-B7,福井県三国土木事務所,2018-06-01,2019-01-31,31.09,24.01,0,0,50,16.95,0000,000000,000000000,00000,0000,0000,1100,000,311556,吉崎地区、福井県あわら市吉崎 地係,1,0,136.25044444444,36.286761111111
3434,BOREHOLE_FUKUI,18000230751800425-BED0004,,急傾斜総合流域防災工事（防災・安全交付金） 地質調査業務委託30-04-1602,09,13,H30-B4,福井県三国土木事務所,2018-06-01,2019-01-31,20.21,14.03,0,0,50,12.8,0000,000000,000000000,00000,0000,0000,1100,000,311557,吉崎地区、福井県あわら市吉崎 地係,1,0,136.25013888889,36.287302777778
3435,BOREHOLE_FUKUI,18000230751805725-BED0001,,道路改良工事　地質調査業務30-03-5011,01,01,BNO-1,福井県三国土木事務所,2019-05-13,2019-05-15,28.33,8.06,0,0,50,2.3,0000,000000,000000000,00000,0000,0000,0000,000,311558,一般県道水口牛ノ谷線　あわら市牛ノ谷,1,0,136.27621111111,36.253441666667
3436,BOREHOLE_FUKUI,18000230751805725-BED0002,,道路改良工事　地質調査業務30-03-5011,01,01,BNO-2,福井県三国土木事務所,2019-05-17,2019-05-20,32.86,6.09,0,0,50,0.27,0000,111101,000000000,00000,0000,0000,0000,000,311559,一般県道水口牛ノ谷線　あわら市牛ノ谷,1,0,136.28012222222,36.253705555556
3437,BOREHOLE_FUKUI,18000234591804914-BED0001,,吉野瀬川ダム建設工事　設計業務委託　30-15,01,01,H30BV-1,福井県　吉野瀬川ダム建設事務所,2019-04-05,2019-04-06,77.23,10,0,0,50,0.8,0000,000000,000000000,00000,0000,0000,0000,000,311624,福井県越前市広瀬町　地係,1,0,136.11122908333,35.882580111111
3438,BOREHOLE_FUKUI,18000234651804254-BED0001,,河内川ダム建設工事地質調査業務委託,01,01,B.No.2(A2橋台),福井県嶺南振興局河内川ダム建設事務所,2019-02-05,2019-02-06,133.29,12.03,0,0,50,5.83,0000,000000,000000000,00000,0000,0000,1100,111,311635,河内川ダム　三方上中郡若狭町熊川地係,1,0,135.89559722222,35.433758333333
